,symbol,date,value
0,A,20170720,0.38675574220724973
1,A,20170721,0.07867666165708165
2,A,20170724,0.24417373546315135
3,A,20170725,0.15134984375875415
4,A,20170726,0.18982518095201983
5,A,20170727,0.3184074201980339
6,A,20170728,0.33757341383256545
7,A,20170731,0.25569458451782545
8,A,20170801,0.356920613974693
9,A,20170802,0.288678104998751
10,A,20170803,0.19449477386071823
11,A,20170804,0.3226697272706355
12,A,20170807,0.35730073122953854
13,A,20170808,0.3027595559410783
14,A,20170809,0.4599083903152935
15,A,20170810,0.3204037863695556
16,A,20170811,0.28685728265036126
17,A,20170814,0.43793893390131233
18,A,20170815,0.020601065030616428
19,A,20170816,-2.1056561853693756
20,A,20170817,0.053052351842061585
21,A,20170818,-0.12316402844617591
22,A,20170821,0.030580941371551873
23,A,20170822,0.12844099492619043
24,A,20170823,0.12825044956541942
25,A,20170824,-0.05859681217859847
26,A,20170825,-0.06174463887652659
27,A,20170828,0.12101322780592572
28,A,20170829,0.22375112765644423
29,A,20170830,0.08115668669953835
30,A,20170831,0.36071964996058126
31,A,20170901,0.1539971879979557
32,A,20170905,-0.12752170823690268
33,A,20170906,0.06026595010629876
34,A,20170907,-0.4014488773988929
35,A,20170908,0.14978870129721944
36,A,20170911,0.3296757461972931
37,A,20170912,0.022021090210018524
38,A,20170913,0.388209069706573
39,A,20170914,0.21122337773580957
40,A,20170915,0.35633912179087257
41,A,20170918,0.2728085225979492
42,A,20170919,0.18950081335433644
43,A,20170920,0.05006333901493931
44,A,20170921,0.19760214690143962
45,A,20170922,0.17483219767759195
46,A,20170925,-0.49685194144840605
47,A,20170926,0.16131331017502626
48,A,20170927,0.03045562598868845
49,A,20170928,0.13087461942369627
50,A,20170929,0.4158736160599611
51,A,20171002,0.5089338051728602
52,A,20171003,0.19981866870040899
53,A,20171004,0.14278113199322184
54,A,20171005,0.14794697163194448
55,A,20171006,-0.5265944859148266
56,A,20171009,0.07254316328419519
57,A,20171010,0.2017266390490715
58,A,20171011,0.18807438567078316
59,A,20171012,0.43338450035070797
60,A,20171013,0.14355905789495393
61,A,20171016,0.3563310605915794
62,A,20171017,0.14913632771450347
63,A,20171018,0.03691498855985198
64,A,20171019,0.2836533230716477
65,A,20171020,0.3775165825223259
66,A,20171023,-0.021615527967633552
67,A,20171024,0.13280245865561557
68,A,20171025,0.16353013779280523
69,A,20171026,-0.2744563048383988
70,A,20171027,0.1465985153420517
71,A,20171030,-0.1105997764522133
72,A,20171031,0.29270539134239537
73,A,20171101,0.1935653211773286
74,A,20171102,0.12193010677275484
75,A,20171103,0.2675565650611196
76,A,20171106,0.0807419492662993
77,A,20171107,-0.014249989417294717
78,A,20171108,0.23508519232408231
79,A,20171109,0.43950048456481894
80,A,20171110,-0.6903770694042617
81,A,20171113,0.15314070777899502
82,A,20171114,0.4815697527088719
83,A,20171115,0.1337564270756314
84,A,20171116,0.4012619304675148
85,A,20171117,-0.08684512463230543
86,A,20171120,0.10370236855640202
87,A,20171121,-1.684700814776904
88,A,20171122,-0.4645967335369119
89,A,20171127,-0.22142944380906582
90,A,20171128,0.03135310467844121
91,A,20171129,0.12838660176399475
92,A,20171130,0.24912296419318725
93,A,20171201,0.4425377454230499
94,A,20171204,-0.48411145366664843
95,A,20171205,-0.08684499106278376
96,A,20171206,0.05933545755364056
97,A,20171207,0.3992944019336151
98,A,20171208,0.33230975431774157
99,A,20171211,0.36251916001750706
100,A,20171212,-0.3154538809315759
101,A,20171213,0.26838336227603254
102,A,20171214,0.030384736826176706
103,A,20171215,0.3420289679237726
104,A,20171218,-0.06703837867013673
105,A,20171219,0.3672552190375753
106,A,20171220,0.5371784612098081
107,A,20171221,0.3147295605640099
108,A,20171222,0.38363951125097284
109,A,20171226,-0.04550040593240556
110,A,20171227,0.3470639310297552
111,A,20171228,0.20897020615021256
112,AAL,20170720,0.4600273282884102
113,AAL,20170721,0.693723984472451
114,AAL,20170724,0.3100071238913681
115,AAL,20170725,0.028270019604516583
116,AAL,20170726,0.16712135906997572
117,AAL,20170727,0.7018820182581851
118,AAL,20170728,-0.6563852315001883
119,AAL,20170731,-0.1098215695706608
120,AAL,20170801,0.41486936163340504
121,AAL,20170802,0.05248883468836241
122,AAL,20170803,-0.1833900302421998
123,AAL,20170804,-0.023275044074362095
124,AAL,20170807,-0.23993263832861023
125,AAL,20170808,0.710833822510455
126,AAL,20170809,0.4599889256730787
127,AAL,20170810,-0.7197279794099691
128,AAL,20170811,-13.71620434335079
129,AAL,20170814,0.009079974452099626
130,AAL,20170815,0.6342878875019763
131,AAL,20170816,-0.40925460712923645
132,AAL,20170817,-0.25040742122774406
133,AAL,20170818,0.1439169311610471
134,AAL,20170821,0.20549798449479972
135,AAL,20170822,0.26823933181844206
136,AAL,20170823,0.08624796685390757
137,AAL,20170824,0.025304628419743458
138,AAL,20170825,-0.41067469386958066
139,AAL,20170828,0.35285341758714384
140,AAL,20170829,-0.05415304661829046
141,AAL,20170830,0.19448858577223394
142,AAL,20170831,0.5200643236850832
143,AAL,20170901,0.5800872238324297
144,AAL,20170905,0.3826914511209113
145,AAL,20170906,0.3351385014143583
146,AAL,20170907,-0.34642035527224446
147,AAL,20170908,0.4162039793506699
148,AAL,20170911,0.6435869874517766
149,AAL,20170912,-0.23031811538633384
150,AAL,20170913,-0.07712728398449609
151,AAL,20170914,0.213593368646661
152,AAL,20170915,0.8467560671681637
153,AAL,20170918,0.25931544132738604
154,AAL,20170919,0.06572230647094068
155,AAL,20170920,0.27683399240155393
156,AAL,20170921,-0.36175129459883437
157,AAL,20170922,0.49008016537523336
158,AAL,20170925,0.15320488455520698
159,AAL,20170926,0.5133328252882657
160,AAL,20170927,0.07869061028423585
161,AAL,20170928,-0.029617045601545877
162,AAL,20170929,0.658479666978429
163,AAL,20171002,0.09212921055600343
164,AAL,20171003,0.6652385090235542
165,AAL,20171004,0.0959188103823706
166,AAL,20171005,0.18654812488380967
167,AAL,20171006,0.24306228421168075
168,AAL,20171009,-0.05640311056907121
169,AAL,20171010,0.47503534804227
170,AAL,20171011,0.1661602377258593
171,AAL,20171012,0.3150592941647179
172,AAL,20171013,0.36189342717038986
173,AAL,20171016,0.03594484561183631
174,AAL,20171017,0.24810559767213813
175,AAL,20171018,0.37439975343713383
